OBJECTID,SUBZONE_NO,SUBZONE_N,SUBZONE_C,CA_IND,PLN_AREA_N,PLN_AREA_C,REGION_N,REGION_C,INC_CRC,FMEL_UPD_D,X_ADDR,Y_ADDR,SHAPE_Leng,SHAPE_Area
280,3,PULAU PUNGGOL TIMOR,SLSZ03,N,SELETAR,SL,NORTH-EAST REGION,NER,DF9C2E922175C69D,2014/12/05,34428.84910000000,44535.89770000000,4817.80370555000,1259743.11329000001
281,2,TURF CLUB,SKSZ02,N,SUNGEI KADUT,SK,NORTH REGION,NR,17459E60C3EEAF30,2014/12/05,20234.60060000000,44507.19010000000,7665.67601943000,3291405.50569000002
282,4,WOODLANDS SOUTH,WDSZ04,N,WOODLANDS,WD,NORTH REGION,NR,8A4E14DAC4ACE11C,2014/12/05,23609.57300000000,45692.87850000000,5211.38443467000,1576001.47579000005
283,5,WOODGROVE,WDSZ05,N,WOODLANDS,WD,NORTH REGION,NR,B1222FC839464134,2014/12/05,21905.28490000000,45668.04110000000,6284.59972451000,1665469.26017999998
284,3,YISHUN EAST,YSSZ03,N,YISHUN,YS,NORTH REGION,NR,7E20200E3D7B0C16,2014/12/05,29476.59950000000,45515.71960000000,5945.70409919000,1767092.89647000004
285,1,WESTERN WATER CATCHMENT,WCSZ01,N,WESTERN WATER CATCHMENT,WC,WEST REGION,WR,82062B23CEEE75F2,2014/12/05,12020.34200000000,40454.87100000000,44305.66056810000,69748298.79199999571
286,2,PULAU PUNGGOL BARAT,SLSZ02,N,SELETAR,SL,NORTH-EAST REGION,NER,20F2831A2780CFEB,2014/12/05,33050.09760000000,45213.53470000000,6251.20779583000,2050051.22475999990
287,9,YISHUN WEST,YSSZ09,N,YISHUN,YS,NORTH REGION,NR,95C11920195B86C7,2014/12/05,27743.26680000000,45873.60060000000,5318.57926605000,1517767.38917000010
288,1,WOODLANDS REGIONAL CENTRE,WDSZ01,N,WOODLANDS,WD,NORTH REGION,NR,8AEF535CD000EA39,2014/12/05,22571.20940000000,46698.87350000000,3254.34327541000,595652.14390400006
289,5,RESERVOIR VIEW,SKSZ05,N,SUNGEI KADUT,SK,NORTH REGION,NR,40050ADDFBCC870F,2014/12/05,18367.17100000000,45940.48680000000,10399.42448480000,3284130.41989000002
290,3,WOODLANDS EAST,WDSZ03,N,WOODLANDS,WD,NORTH REGION,NR,C90769E43EE6B0F2,2014/12/05,24506.63750000000,46991.63000000000,6603.60830097000,2553463.72391999979
291,3,SEMBAWANG CENTRAL,SBSZ03,N,SEMBAWANG,SB,NORTH REGION,NR,772A64AB9A93FC3A,2014/12/05,26268.73260000000,47558.08040000000,3955.11763685000,962437.40313500003
292,7,GREENWOOD PARK,WDSZ07,N,WOODLANDS,WD,NORTH REGION,NR,A38714A4F4163DCE,2014/12/05,22608.38940000000,47660.06450000000,4620.86556655000,1281296.51028999989
293,1,SEMBAWANG EAST,SBSZ01,N,SEMBAWANG,SB,NORTH REGION,NR,5C6A0B0C3E280F49,2014/12/05,27788.94030000000,47682.83200000000,3494.97341256000,758123.45993400004
294,8,SENOKO WEST,WDSZ08,N,WOODLANDS,WD,NORTH REGION,NR,ACD9BD92A81177CE,2014/12/05,23921.55120000000,48088.74100000000,3966.74096881000,905921.11785200005
295,4,PULAU SELETAR,SMSZ04,N,SIMPANG,SM,NORTH REGION,NR,66E54DD5CE0C71A2,2014/12/05,31511.01400000000,47245.33290000000,5466.04826913000,1611278.67537999991
296,5,ADMIRALTY,SBSZ05,N,SEMBAWANG,SB,NORTH REGION,NR,2E2DB30B78E2AC57,2014/12/05,27091.27550000000,48333.80050000000,4534.25188836000,1261648.74800999998
297,1,LIM CHU KANG,LKSZ01,N,LIM CHU KANG,LK,NORTH REGION,NR,E4489A0861169020,2014/12/05,15309.81680000000,45819.04140000000,18733.83625090000,17494884.18420000002
298,1,SIMPANG NORTH,SMSZ01,N,SIMPANG,SM,NORTH REGION,NR,19529EBD71A301DD,2014/12/05,29388.71390000000,47645.27680000000,9071.75244948000,3450455.35948000010
299,9,SENOKO SOUTH,SBSZ09,N,SEMBAWANG,SB,NORTH REGION,NR,01A4287FB060A0A6,2014/12/05,25130.65500000000,48346.03260000000,5262.56276522000,1741957.36278000008
300,4,SEMBAWANG NORTH,SBSZ04,N,SEMBAWANG,SB,NORTH REGION,NR,F4016BB091C51693,2014/12/05,26038.80840000000,48732.90570000000,5519.93484495000,1394865.68388999999
301,2,TANJONG IRAU,SMSZ02,N,SIMPANG,SM,NORTH REGION,NR,74181C5882F588F0,2014/12/05,29959.63120000000,48428.17340000000,4322.19523418000,1074375.12116999994
302,1,NORTH-EASTERN ISLANDS,NESZ01,N,NORTH-EASTERN ISLANDS,NE,NORTH-EAST REGION,NER,92BC3E09C68F3B52,2014/12/05,50424.79230000000,42612.87840000000,62436.23535000000,67250562.95999999344
303,2,MANDAI EAST,MDSZ02,N,MANDAI,MD,NORTH REGION,NR,44831379A129F359,2014/12/05,25739.27360000000,45391.76480000000,11572.52954070000,7235809.44141000044
304,3,SIMPANG SOUTH,SMSZ03,N,SIMPANG,SM,NORTH REGION,NR,86605C93A9575D00,2014/12/05,30567.89980000000,46241.49690000000,7166.91366178000,2147082.06660000002
305,2,NORTHLAND,YSSZ02,N,YISHUN,YS,NORTH REGION,NR,A0E30DFB562910D3,2014/12/05,28520.58140000000,46642.72430000000,5057.11992149000,1511000.36309999996
306,2,MIDVIEW,WDSZ02,N,WOODLANDS,WD,NORTH REGION,NR,42D5F52D334C615F,2014/12/05,23349.76000000000,46841.11430000000,4159.20144038000,936415.52611099998
307,6,WOODLANDS WEST,WDSZ06,N,WOODLANDS,WD,NORTH REGION,NR,4215C006676A7D38,2014/12/05,21582.59030000000,46573.02490000000,5929.64468681000,1648629.90868999995
308,2,SEMBAWANG SPRINGS,SBSZ02,N,SEMBAWANG,SB,NORTH REGION,NR,C739B507A1ACBDB3,2014/12/05,27076.81180000000,46959.08860000000,4212.04224667000,1099394.72041000007
309,6,SPRINGLEAF,YSSZ06,N,YISHUN,YS,NORTH REGION,NR,5D0241839A91E181,2014/12/05,26969.72320000000,42586.21600000000,6912.80078042000,2209210.70520000020
310,2,PUNGGOL TOWN CENTRE,PGSZ02,N,PUNGGOL,PG,NORTH-EAST REGION,NER,625C5BEC57D068FE,2014/12/05,35602.37770000000,43427.51100000000,4896.76750758000,1264384.78903000010
311,7,NEE SOON,YSSZ07,N,YISHUN,YS,NORTH REGION,NR,4AAC92E24CAB13A5,2014/12/05,25921.72450000000,43261.52250000000,7074.07077846000,2206695.55494000018
312,6,PUNGGOL CANAL,PGSZ06,N,PUNGGOL,PG,NORTH-EAST REGION,NER,4577C2B37C75D519,2014/12/05,37408.84220000000,43168.57020000000,6279.46484344000,1265919.30435000011
313,1,CENTRAL WATER CATCHMENT,CCSZ01,N,CENTRAL WATER CATCHMENT,CC,NORTH REGION,NR,52D00685FE621970,2014/12/05,24424.41830000000,39849.04560000000,30538.24617680000,37147854.45629999787
314,4,SELETAR,SLSZ04,N,SELETAR,SL,NORTH-EAST REGION,NER,E63BBDBBA2B092AF,2014/12/05,33371.54990000000,43425.08950000000,8487.27447616000,3916069.33746000007
315,4,PANG SUA,SKSZ04,N,SUNGEI KADUT,SK,NORTH REGION,NR,310C8087D7221C08,2014/12/05,18535.56770000000,43826.08360000000,7561.99010711000,2175380.05847000005
316,1,SELETAR AEROSPACE PARK,SLSZ01,N,SELETAR,SL,NORTH-EAST REGION,NER,0C69219764BD4C25,2014/12/05,31690.73000000000,43796.91170000000,8946.56046482000,3621841.18282999983
317,8,KHATIB,YSSZ08,N,YISHUN,YS,NORTH REGION,NR,DC75517DA31123DB,2014/12/05,27480.63570000000,44420.68840000000,4956.14573523000,1432913.06236999994
318,1,MANDAI WEST,MDSZ01,N,MANDAI,MD,NORTH REGION,NR,FFCCF172717C2EAF,2014/12/05,22549.07360000000,44455.84740000000,9630.62718980000,4387133.11735999957
319,7,CONEY ISLAND,PGSZ07,N,PUNGGOL,PG,NORTH-EAST REGION,NER,8B13A48924BBE015,2014/12/05,37928.49760000000,43351.37430000000,5670.13705749000,1200804.56303999992
320,9,NORTH COAST,WDSZ09,N,WOODLANDS,WD,NORTH REGION,NR,898B2436858382A1,2014/12/05,22147.03600000000,48031.55220000000,10847.88198120000,2450783.60663999990
321,6,SEMBAWANG STRAITS,SBSZ06,N,SEMBAWANG,SB,NORTH REGION,NR,AA1A638CA2B0D5B7,2014/12/05,28352.47740000000,48918.27490000000,7217.38837153000,1540733.67464000010
322,7,THE WHARVES,SBSZ07,N,SEMBAWANG,SB,NORTH REGION,NR,6D89875A351CF51C,2014/12/05,26945.06800000000,49552.79040000000,11828.87771880000,1635808.12858000002
323,8,SENOKO NORTH,SBSZ08,N,SEMBAWANG,SB,NORTH REGION,NR,A800CBEE879C1BF9,2014/12/05,24665.78780000000,49482.59530000000,7392.12885110000,2241386.61934000021
